Study,Condition,Model,Bold,Energetic,Extraverted,Talkative,Bashful,Quiet,Shy,Withdrawn,Cooperative,Kind,Sympathetic,Warm,Cold,Harsh,Rude,Unsympathetic,Efficient,Organized,Practical,Systematic,Careless,Disorganized,Inefficient,Sloppy,Envious,Fretful,Jealous,Moody,Temperamental,Touchy,Relaxed,Unenvious,Complex,Creative,Deep,Imaginative,Intellectual,Philosophical,Uncreative,Unintellectual
STUDY_2,Likert,deepseek,0.5684430940476397,0.5728799310261288,0.7080556618716645,0.6657739023568852,0.967850908882797,0.8435036461040288,0.9812907688932434,0.940406291194956,0.8551304974013424,0.8888497239367448,0.8998360331874791,0.9523512750430148,0.7266845124683878,0.6905011274941361,0.5437059779834919,0.7856655694792922,0.6089864800967107,0.8888977808014215,0.5984414960117379,0.7946351402435793,0.6152018176414763,0.7999608310348237,0.7242835714654766,0.7580711796416069,0.9887324765383451,0.45780092806163136,0.9931327406629329,0.4934999224949116,0.48804797286879714,0.734952632881386,0.2867845917191048,0.8298474164393917,0.6758469210577446,0.5974223837376724,0.6801481277388146,0.6240237801209002,0.9973156504236047,0.9558696328515383,0.461164175375374,0.8016950498255702
STUDY_2,Likert,gpt_4,0.5776484614633256,0.5229315385244642,0.5958625417598566,0.5748969992712384,0.9210634866073896,0.8162406450943338,0.9429303148691444,0.9507608088519055,0.777090784407834,0.9321013664134556,0.8812857392509358,0.9267469536964216,0.7200752258293972,0.5054401679214129,0.49295700638628726,0.781014200091922,0.49231359846679823,0.9320008329686377,0.47260815950430773,0.8995839965263291,0.5083335362427018,0.6142884125704637,0.4956360766787812,0.6435897027238203,0.8619867069324686,0.4164135378156355,0.8520751180977404,0.48168947399211154,0.43120912540852674,0.5141586023782094,0.41704559240661004,0.8158221072674957,0.21401877897187624,0.37699131149911264,0.2167108108130148,0.41436817862158226,0.9746747628937474,0.9611459610799008,0.3166175499138458,0.5234085774345261
STUDY_2,Likert,gpt_4o,0.6740044380117319,0.6474825204579063,0.8394621281949495,0.7783532140416649,0.9587315216400802,0.9347082732122243,0.9557351910567781,0.9645606139551695,0.7970249344253107,0.8693482821414817,0.86702884702206,0.9299960711826613,0.8430527078094043,0.7336818891947653,0.6374507383523982,0.8992795678241314,0.6359637520632756,0.9178641703043847,0.558826242732787,0.8865697071233523,0.7099567017497791,0.8555270477861947,0.7974153902065484,0.8065280419160171,0.6872709277821419,0.6905439895320131,0.7106257653376585,0.8445540286776384,0.9077444724903608,0.9520227539192392,0.6068333318159562,0.6838932826423936,0.7211408538641579,0.6036017887439878,0.738328710891247,0.6195402423358012,0.9553153010780837,0.9272139189283233,0.5656845674216668,0.8467447434644564
STUDY_2,Likert,llama,0.6334917578608066,0.6503284543356148,0.7955432527574258,0.74780524344395,0.920511812814482,0.9226790936894398,0.9258068919791103,0.9799990069559855,0.8236435864513952,0.9255441024760388,0.8940582057693954,0.9507879699600859,0.8161367100693034,0.8008509679552145,0.699135650461515,0.8682541277495194,0.6206311344489682,0.8832690651854628,0.6920903707102601,0.7982490409829698,0.7498267048277326,0.9040305383181949,0.8933538718768698,0.8752394392449309,0.7448127545296183,0.8213424664471424,0.7957102123699361,0.8440376638908071,0.849624019201345,0.981111152413998,0.5331999952483856,0.705419844459142,0.7622048586225086,0.7981950357408825,0.8101148449445733,0.798353430970606,0.9468893287518195,0.9052524656553026,0.7270718568757739,0.7958696874606599
STUDY_2,Likert,gpt_3.5,0.7432407026123771,0.7294342182300633,0.8198577567460876,0.7869723581846818,0.19540459530498777,0.3159751763529186,0.31341331875232836,0.2992958362785612,0.7914123106220948,0.9784522525354017,0.9177694462149241,0.95048205797830565,0.11056240968052594,0.07623018329697105,0.05960757348804059,0.12232602046966065,0.3184878255775715,0.3179187519245374,0.158835392821477,0.37772536445088467,0.818343670457582,0.7894010242382933,0.9098381973537959,0.7848699269106977,0.9971546415935029,0.25956999707941014,0.9960872554959552,0.34713970886786444,0.3637560717294864,0.5710635688090651,-0.08571026872553034,0.3251166555770055,0.7933945594442926,0.8290003670492686,0.8791479001395878,0.8467471779900398,0.7230897529584597,0.6658585261393443,0.09626861481107077,0.04497629047667601
STUDY_2,Simple Binary,deepseek,0.9974074348434266,0.9868724243832432,0.9978340313355131,0.9897427976270148,0.9897465323435387,0.990405158185909,0.9900683443130439,0.9721004595634389,0.9893255258979916,0.999483775648126,0.9984388268143312,0.7670731252289291,0.8440660114348427,0.831004238824281,0.8116747979481382,0.8094218382402033,0.9660131520614821,0.9754697171755343,0.6824217482796875,0.968958738970328,0.9814395397119038,0.9862901677135972,0.9775507632471316,0.9765102812305698,0.9301516206039819,0.99331927619915,0.9317198699788378,0.9948491914632356,0.9926083723357182,0.9806059845176593,0.9425830404880925,0.9151807426178176,0.9121108468199157,0.9923812122998247,0.9143837964349483,0.9959224772805616,0.950515482836045,0.9286763303388759,0.8286861476152003,0.7071727531298404
STUDY_2,Simple Binary,gpt_4,0.992367095261629,0.9844713080893155,0.9963780881591286,0.980893005488622,0.9796637758710046,0.9827057719508405,0.9801758370371851,0.9805773862470625,0.9399727864430004,0.9838941932494291,0.9738215780554967,0.9253111211015542,0.9657483094392569,0.934395714690294,0.8400458727075465,0.8754602244808493,0.984840166739845,0.9887351165047085,0.8440024124245143,0.9658739924214184,0.9929622651211281,0.9923643643108263,0.9853672839617559,0.9669797884661873,0.6577378501475967,0.990458276114992,0.6736785339859775,0.9876160670858334,0.9880641714986755,0.9870790250770203,0.9585051150089318,0.540426011671957,0.8894063828466138,0.9673029196361708,0.8960725496116716,0.9661210506066811,0.9343055479775864,0.8873029750376871,0.9177784348080609,0.7919442894865851
STUDY_2,Simple Binary,gpt_4o,0.983166820617767,0.9884869357656633,0.9991729162025778,0.9991788233569504,0.9583878163337058,0.9829807650577015,0.9668543182218484,0.9692745870406866,0.95239117656533,0.9665287959793412,0.970379126381579,0.9050309653938792,0.877010459108827,0.8559529663958995,0.8919729714472391,0.8806100019733982,0.9694600617540439,0.966690168416905,0.768015117702193,0.9613937656616488,0.9863230957522595,0.9934815055609055,0.9898256723494986,0.9918083353948726,0.9832037454412448,0.9958517858916147,0.9827181415464977,0.992236729981852,0.9950475291313723,0.9954633965661339,0.9825310967427635,0.9812099877759087,0.9444065122713782,0.9723432050541994,0.9173767399689231,0.9836606143437789,0.9479278126193528,0.9469309509674123,0.9257992484609417,0.9101232066328205
STUDY_2,Simple Binary,llama,0.9962968940756628,0.9953474842749175,0.9988051117801441,0.9967627052976524,0.9897333604335232,0.9955673262400481,0.9933021440875353,0.9901727441268844,0.9258055410058721,0.9972884708087251,0.9972286760452757,0.7992466069772254,0.7401021920922103,0.8315492122951756,0.7493098109862301,0.7561656533180937,0.9650810562925496,0.9540421871362249,0.6738296908706024,0.9455905767488056,0.9596866828731492,0.9982149870919308,0.993612576964015,0.9927801118799245,0.7051085973842695,0.9846340242987969,0.7309863315236276,0.9877126637368201,0.9895996357803047,0.9557562391733198,0.9421411097699384,0.6728210036148088,0.9083840201169583,0.9630141175448789,0.7052882875094807,0.9678804327846704,0.9503741737146273,0.9533324457157571,0.7818091782278911,0.7982682696144717
STUDY_2,Simple Binary,gpt_3.5,0.9519237507541064,0.988983022989378,0.9927466907574808,0.9879688400971078,0.9249500461365553,0.9331281301877911,0.9180926363545524,0.9217011736224957,0.8577717296513728,0.961275022886512,0.9428336649743596,0.9014027601094684,0.09043102286048633,0.23148090873904853,0.4026497583344885,0.42403732129878635,0.9075914956431294,0.9081201892360559,0.8660527822841209,0.9487014734346096,0.43172975536074665,0.7242373867856526,0.7418211753636212,0.7130673732769636,0.94300868624865,0.23716672401129016,0.9459587548836474,0.2153605825432839,0.26595820374671786,0.27507151789608236,0.11905737287560116,0.27468338005429593,0.645134886021496,0.9426625762265577,0.6299455132811511,0.9408069245335419,0.8845257191238156,0.7373861000405157,0.31594743415130083,0.39395900534729844
STUDY_3,Elaborated Binary,deepseek,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STUDY_3,Elaborated Binary,gpt_4,0.9911217327531066,0.9815560090958333,0.9948507431415579,0.9775855233416015,0.9526012210839997,0.982939172477386,0.9765201102779278,0.9755990381347891,0.9148411516487289,0.9835993280840781,0.9535543009391049,0.9176845573499772,0.9580075380876247,0.906015611684678,0.8083927421658634,0.8153810612372029,0.9882184325603613,0.9906904544442766,0.8414107595429691,0.9730696607637521,0.9949432838233742,0.9931065881091411,0.9883392576402628,0.9666782842859253,0.7111965754863192,0.9919625589341591,0.6911339522401226,0.989990144055601,0.9878882209431875,0.989408083867377,0.9572604082743345,0.5709222031219722,0.8712706584325384,0.9656110507442219,0.9038958921538134,0.9662458720213142,0.9310725997821769,0.903960627007435,0.9208018259550017,0.8214972304289577
STUDY_3,Elaborated Binary,gpt_4o,0.9832279940921723,0.9905158233131335,0.9982311808922745,0.9985152777915987,0.9542187585725167,0.9821281732337284,0.9615590466788172,0.9693396148217351,0.9373170971765995,0.9764642377145617,0.9731777372721793,0.901688138305061,0.8582060018595689,0.8522653867619486,0.871885125590986,0.869455825316419,0.9658499810109268,0.9714657361376349,0.7450821873539465,0.962205444987479,0.9901996891521844,0.9944921950866448,0.9913603736929675,0.9939617318047295,0.9838485182880059,0.9940986093723526,0.9852139104331372,0.991680831496568,0.9951861888264328,0.9954270470167803,0.9784993948225444,0.9743852866370973,0.9479506997906648,0.9728581376551505,0.9303612668538439,0.981618581529736,0.9472879843000164,0.9552738491810941,0.935479402818885,0.9253830858693828
STUDY_3,Elaborated Binary,llama,0.9973348874719363,0.9971395510143224,0.9990661151401959,0.9971035137970699,0.9933608875622454,0.9927898585711682,0.987423473809497,0.982969142450342,0.9292972237711377,0.9974617898710912,0.9966956394991751,0.7636344278819102,0.617038309493353,0.7172555209560719,0.610986241114826,0.6531941206805646,0.9586789131921368,0.9563766462960427,0.65973576875062645,0.9381548188457296,0.9600183196530857,0.9991723174929776,0.9902865727323243,0.9917088780626058,0.636545144403194,0.9877709344779585,0.6649823951835906,0.9865926442119011,0.9901375907461334,0.9526899684549215,0.9376938950082264,0.6591411889983873,0.9341276971602037,0.9460744498661454,0.5913790458865503,0.9552511105482341,0.9585741770190956,0.9641362322697543,0.7364664572889773,0.7929907235641416
STUDY_3,Elaborated Binary,gpt_3.5,0.9363671891533399,0.9873332218961403,0.990970662434957,0.9865197112551694,0.8827906707794716,0.9008185263084727,0.8516646401034355,0.8543684131506339,0.7880863610276051,1.020243711264114,0.897482930382062,0.7973499248758505,0.03148097630500774,0.27380918466297005,0.2741200379996801,0.14735113416072257,0.9067841607698753,0.8805554828381202,0.8692678055771494,0.9479558849008237,0.5604863525484687,0.8128237738850924,0.8171401833080658,0.7818737162193693,0.3137690494427023,0.7855919133965656,0.36858394264692146,0.9685025422677818,0.9413729827638212,0.7377071005102014,0.43834014361466583,0.28373610981198766,0.7421058318591717,0.931720385946684,0.7258947358695592,0.944128021130107,0.8919638676492443,0.7953870146749621,0.32322208453055423,0.48002756830886595
STUDY_3,Simple Binary,deepseek,0.9975863746730445,0.9811894168928875,0.9979235938830688,0.9902528856942968,0.9622071193666959,0.9689489064079979,0.9703362583476562,0.9468138963441193,0.985119935067426,0.9949816220495741,0.9942061713682439,0.893059618170347,0.7953842969001941,0.7864207817494329,0.7641645235900765,0.7640754338272001,0.9859041394959168,0.9935809687005934,0.8441059419353205,0.9884307280214246,0.9471411149494079,0.9412387195955396,0.9530834427989368,0.9382681447735586,0.9675961383142162,0.9954579868273629,0.9601617930460042,0.9967598002145475,0.9952722824036273,0.9902334974896152,0.8530714108436832,0.9194994131776045,0.9488035041385579,0.8716296510540279,0.9823275239634992,0.913362636725574,0.8808049830486477,0.9835723600169893,0.6854538996969585,0.7047412852439489
STUDY_3,Simple Binary,gpt_4,0.9924218969979078,0.9815049363918809,0.9962379666012773,0.9816361012227212,0.8824073447647284,0.9715012575955835,0.9542343061401994,0.9743108377307712,0.8811739212470269,0.9342872497014003,0.9216095936511848,0.9219897050809249,0.9214072590683171,0.8387413949962716,0.816493695950166,0.8459001710443907,0.982252305716326,0.9776603492607291,0.8870172106417583,0.9782737542799147,0.9743869802758289,0.9843388164651622,0.9724909147086203,0.9752380499628371,0.9437342337404635,0.9882672367124246,0.9434216086649857,0.9862431105549262,0.9855815861500332,0.9826091283986537,0.9107606766040242,0.9087214813272593,0.9291458599637961,0.9615488646386853,0.8822169729273541,0.960232121627424,0.8876673861833139,0.8947834771856303,0.8484982613741571,0.6582954102672965
STUDY_3,Simple Binary,gpt_4o,0.9848633418679874,0.9794523264055703,0.9952941880455842,0.9928058591215544,0.8210825946712494,0.989062719024813,0.9599339157166075,0.9626804892223634,0.9430068747446544,0.9410992773057351,0.9534024181616744,0.9208448297678884,0.8286706045967885,0.7510648975916784,0.8676526676864118,0.8758337965807819,0.9807863760323972,0.9808379251433654,0.791869818404757,0.9799884604429555,0.9815838081674343,0.9785607504588131,0.9841843993001264,0.9835120436503696,0.9888750466908323,0.9940298660256852,0.9906714674961188,0.9963964919122492,0.9969779575496459,0.9948575862414372,0.9782409816876098,0.9826274158386389,0.9706529131254866,0.9326398062570264,0.9320031400629455,0.9519298029312223,0.9440468905588149,0.9528674146813954,0.955283708830876,0.945755642344852
STUDY_3,Simple Binary,llama,0.9972511258362621,0.9769546530300521,0.9979380906920403,0.9857964294932536,0.994411764383354,0.9981722186509715,0.994083481540516,0.995968687045148,0.7960404806871907,0.7985159412040751,0.7184767592947534,0.7214354294115252,0.9756122889227149,0.9922899311625982,0.9603980757723761,0.9860343712436311,0.988623459163305,0.9888701591456327,0.8684696173312659,0.9464718653823408,0.9810457616781701,0.998112755305884,0.9987036628384599,0.9989748164750856,0.8784818173979484,0.985714786952719,0.8254830093514912,0.9947699070904115,0.9854084481967106,0.9891913206790639,0.9279247120645112,0.8449109529742702,0.8390748667154764,0.9782146297395825,0.9185922370196131,0.983705597942535,0.8894787770040955,0.8822150411534668,0.7728590281359947,0.7901275051575062
STUDY_3,Simple Binary,gpt_3.5,0.7933353349220845,0.9258556557744717,0.990935497588615,0.9868363009178376,0.5179100251157615,0.33880476937163917,0.5312561326397183,0.5431804355086636,0.7752306086043057,0.965572373887085,0.9343120228810924,0.8716474345941565,-0.008413062581309893,0.15905053592177187,0.2459519726954642,0.16511801051591996,0.9581368178570133,0.8782338326498216,0.940976688067717,0.9558413268319474,0.09180324238201001,0.4608522824039885,0.5429800099158683,0.48961736537744655,0.28375229861257084,0.6357143202439287,0.30401515156900427,0.954547075794345,0.9485781512892748,0.6891624978857656,0.3386565397430765,0.08065132795583879,0.7256309686884013,0.894373977560058,0.7296609460489488,0.9182214453293481,0.8720907803073422,0.8416474009534942,0.24868061155040494,0.25123945304484224
STUDY_3,Expanded Format,deepseek,0.7800898596123819,0.5686940372154516,0.8971632516972726,0.8770735982718718,0.9106840753222591,0.8367418328260934,0.8926540471178342,0.9592923080034309,0.8377153600330682,0.9425928890926946,0.8173195663386775,0.9463249065760845,0.8544432639857091,0.6570252136278282,0.4850414542731708,0.843950438588913,0.5424023066211235,0.9592500999961266,0.593336404647913,0.9128449388288411,0.46189102499871926,0.9225152807605774,0.6115479242486535,0.807123304896629,0.9923910660124872,0.26838276924134685,0.9838120113703066,0.25769868058430234,0.28889639964573444,0.4125061694550895,0.20360220677956595,0.881766253394006,0.6442072073724506,0.2932314092473512,0.6666804557327014,0.26460080492181043,0.9993665247150096,0.9974292586604339,0.31718388573767103,0.9394388763390369
STUDY_3,Expanded Format,gpt_4,0.7070043239836489,0.5156091863157378,0.8109984953337112,0.8065636385420978,0.9123178430419415,0.834733847021571,0.8890920782716685,0.963785885418823,0.6644173623695739,0.9191859510238314,0.8591738652818749,0.8803616564146786,0.8086903848430498,0.5098626742553405,0.44494895595187495,0.8722849117896826,0.5312699088309728,0.9235792668923875,0.7317567299011319,0.902572601894236,0.18240114891765644,0.7641085466876802,0.5647331777444251,0.7408118718941888,0.9292621533524307,0.1837021284083568,0.916045890529942,0.16371540162902015,0.1918401165263755,0.2685624793383286,0.12071277013272266,0.8784745835925138,0.604644392727256,0.20850673146439225,0.610832181013405,0.1844908513241939,0.9903839473734058,0.9911725783975507,0.19309339541154683,0.8676893073674926
STUDY_3,Expanded Format,gpt_4o,0.7363474924485259,0.6066779649146892,0.92805120143295206,0.8739211898315343,0.8808139305306257,0.9115107341662078,0.8947304360105032,0.9716218738117934,0.7604324507416245,0.9453277167001876,0.8821181510196203,0.9298653682840182,0.8848033478066243,0.7225971275538361,0.5678374032397593,0.9115833536383356,0.6441381927470293,0.9494926060741218,0.5199877038313319,0.9058778194332076,0.5996081036415835,0.9468608587342329,0.7353134398669228,0.8978481028722819,0.9399332159036091,0.49365290033118947,0.9302322576326257,0.5145869211607683,0.5837543299912189,0.678209027374147,0.4425094131015895,0.922115970995526,0.6992227484491689,0.35828939967981843,0.7018205261102191,0.2325340401391118,0.9898583397114971,0.9799996871128577,0.36668759615189994,0.9322824784850984
STUDY_3,Expanded Format,llama,0.737019376311567,0.5794285583127383,0.9003307144975723,0.8185830348489779,0.864669554257168,0.8831389500937197,0.89485414327579,0.9923857645306872,0.8027758647351056,0.9637211649338809,0.9121926484001469,0.9395155523812552,0.8549995229824666,0.6827718479320182,0.47330543394346597,0.8966571842105355,0.5946840985551145,0.9689664617880323,0.7684662816701807,0.9426887359225452,0.5263896693104918,0.9587031252627155,0.7128618960621529,0.8579489665132919,0.9570531351249575,0.2274230627365519,0.9660961200309234,0.20811362757413668,0.2963571715440188,0.4972031333793098,0.07830878170678272,0.8888097089866659,0.7345480830345291,0.4535132727737367,0.7771740266521407,0.38610968887691444,0.9984596598669684,0.9593832685209828,0.36365077219166825,0.8867027478256235
STUDY_3,Expanded Format,gpt_3.5,0.7924751527756138,0.7497240146676218,0.7853082836921975,0.7808482640300964,0.9219148380307398,0.923771923656918,0.984631154778198,0.9728975937056381,0.767602319572307,0.930721845771282,0.921378432217034,0.9484779682087513,0.089547906690338,0.21502218198273523,0.244961618867254,0.3843258739134037,0.5873279862803473,0.7309658306701035,0.35319087575257496,0.7248597650103022,0.6316359450657832,0.8947823647923848,0.8872087623169667,0.7559187050109059,0.9720644986449472,-0.1397787679771655,0.9641185913950413,-0.010450250999531419,-0.015613446716738361,0.23222975056160636,-0.1406126348682139,0.5575289379407932,0.7529583383144861,0.5771847529488868,0.7776801269386824,0.646084228058758,0.9613226957962206,0.9274977283487407,0.1593549669556799,0.2139187692767735
STUDY_3,Likert,deepseek,0.6101373295315407,0.4315057000523366,0.7428317079048689,0.6588711370234934,0.956165952180985,0.8288268425337884,0.9593553635279829,0.9637696002146746,0.8799287713781607,0.9291013042165158,0.8457370095249778,0.9316329959150756,0.6787242570571876,0.5562677442893809,0.4645991149432466,0.7716750701445738,0.5164905099511974,0.9287579133937153,0.5079182083102799,0.8674291066060201,0.6271707512795557,0.816808433427381,0.6338536386885638,0.7866757895424947,0.969241501574133,0.20177241458977582,0.9857630279926775,0.2548579944133653,0.22283787485753387,0.5322545284712655,0.1080551080723511,0.7506882692333195,0.682035510946684,0.3411107718708098,0.6803900565206791,0.42392566833762996,0.9938882680623334,0.9154852562549913,0.26302000781829415,0.7364301026111775
