participant_id,bfi2_e,bfi2_a,bfi2_c,bfi2_n,bfi2_o,binary_personality
19,3.0,3.0833333333333335,3.0833333333333335,1.9166666666666667,3.0833333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
20,4.0,3.6666666666666665,3.5,2.9166666666666665,4.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
21,3.5,3.8333333333333335,3.5,3.1666666666666665,4.416666666666667,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
22,2.1666666666666665,3.5833333333333335,3.3333333333333335,2.4166666666666665,3.25,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
23,3.0,3.3333333333333335,3.0833333333333335,1.8333333333333333,3.0833333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
24,2.25,3.1666666666666665,3.6666666666666665,3.0833333333333335,2.9166666666666665,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
25,2.0,3.0,4.083333333333333,2.75,3.3333333333333335,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
26,2.25,4.083333333333333,3.8333333333333335,2.9166666666666665,3.5833333333333335,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
27,5.0,4.583333333333333,4.5,3.6666666666666665,3.3333333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
28,3.0833333333333335,2.6666666666666665,3.6666666666666665,2.8333333333333335,2.8333333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
29,2.4166666666666665,3.8333333333333335,3.1666666666666665,3.4166666666666665,2.9166666666666665,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
30,3.4166666666666665,4.083333333333333,4.5,1.75,4.0,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
31,3.6666666666666665,3.3333333333333335,3.75,2.0833333333333335,3.0833333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
32,3.8333333333333335,3.75,4.0,2.0,3.4166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
33,3.75,4.333333333333333,2.75,2.25,2.9166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
34,2.9166666666666665,4.0,3.4166666666666665,2.1666666666666665,2.75,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
35,2.3333333333333335,4.333333333333333,3.5833333333333335,2.25,4.583333333333333,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
36,1.9166666666666667,3.3333333333333335,3.4166666666666665,3.5,3.4166666666666665,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
37,4.5,2.75,3.6666666666666665,3.4166666666666665,3.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
38,3.6666666666666665,4.5,1.6666666666666667,2.4166666666666665,3.5,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are low in Conscientiousness. You tend to be spontaneous, flexible, and less focused on organization. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
39,4.416666666666667,3.5,3.25,4.083333333333333,3.1666666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
40,3.1666666666666665,2.75,2.5,4.5,3.4166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are low in Conscientiousness. You tend to be spontaneous, flexible, and less focused on organization. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
41,2.9166666666666665,2.6666666666666665,3.1666666666666665,4.083333333333333,4.083333333333333,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
42,3.6666666666666665,4.0,3.9166666666666665,3.0,3.9166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
43,2.9166666666666665,3.5833333333333335,3.25,2.1666666666666665,3.6666666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
44,2.5833333333333335,4.083333333333333,2.8333333333333335,3.8333333333333335,3.9166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
45,3.8333333333333335,3.9166666666666665,4.25,3.1666666666666665,3.5,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
46,4.0,4.166666666666667,3.5,2.5833333333333335,4.166666666666667,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
47,3.6666666666666665,3.3333333333333335,3.4166666666666665,3.0833333333333335,2.6666666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
48,2.0833333333333335,2.8333333333333335,2.3333333333333335,1.6666666666666667,3.6666666666666665,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are low in Conscientiousness. You tend to be spontaneous, flexible, and less focused on organization. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
49,2.3333333333333335,3.25,4.25,4.0,3.5833333333333335,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
50,3.3333333333333335,3.9166666666666665,4.0,2.5833333333333335,4.0,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
51,3.6666666666666665,4.916666666666667,2.5,2.3333333333333335,3.6666666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are low in Conscientiousness. You tend to be spontaneous, flexible, and less focused on organization. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
52,4.666666666666667,3.9166666666666665,2.9166666666666665,4.166666666666667,3.5833333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
53,2.9166666666666665,4.666666666666667,4.0,2.8333333333333335,3.6666666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
54,3.25,3.0,3.0,3.0,4.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
55,3.3333333333333335,3.5,2.9166666666666665,3.9166666666666665,2.8333333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
56,2.6666666666666665,3.5833333333333335,2.75,4.5,2.8333333333333335,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
57,3.6666666666666665,3.0,3.75,3.25,4.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
58,3.4166666666666665,4.416666666666667,3.0,2.6666666666666665,4.583333333333333,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
59,3.25,4.083333333333333,3.0,2.9166666666666665,3.9166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
60,4.5,3.4166666666666665,3.5833333333333335,3.75,4.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
61,3.5833333333333335,3.6666666666666665,4.0,1.8333333333333333,3.9166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
62,3.9166666666666665,4.75,4.0,2.75,2.4166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are low in Openness. You prefer familiar routines, practical approaches, and conventional ideas."
63,4.416666666666667,3.5833333333333335,3.5833333333333335,3.3333333333333335,1.5833333333333333,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are low in Openness. You prefer familiar routines, practical approaches, and conventional ideas."
64,4.166666666666667,2.9166666666666665,2.3333333333333335,1.8333333333333333,4.083333333333333,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are low in Conscientiousness. You tend to be spontaneous, flexible, and less focused on organization. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
65,3.6666666666666665,3.3333333333333335,4.0,3.25,4.166666666666667,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
66,3.0,3.0833333333333335,4.166666666666667,2.5833333333333335,3.4166666666666665,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
67,4.083333333333333,2.9166666666666665,2.9166666666666665,4.25,4.25,"You are high in Extraversion. You are outgoing, sociable, assertive, and energetic. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are high in Neuroticism. You tend to experience anxiety, worry, and emotional sensitivity. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
68,2.4166666666666665,3.5833333333333335,4.25,2.4166666666666665,3.3333333333333335,"You are low in Extraversion. You are reserved, quiet, and prefer smaller social settings. You are high in Agreeableness. You are compassionate, cooperative, trusting, and kind to others. You are high in Conscientiousness. You are organized, responsible, hardworking, and reliable. You are low in Neuroticism. You are emotionally stable, calm, and resilient under stress. You are high in Openness. You are curious, creative, open to new experiences, and intellectually engaged."
