model,target,predictor,coefficient,p_value,r_squared,n_observations
llama,Workplace_Theft,neuroticism,-0.002327347019904285,0.740649973902003,0.0004141145602005736,267
llama,moral_sum,openness,0.013300478910973083,0.2646837837708849,0.004692507078078445,267
llama,moral_sum,conscientiousness,0.005018537444145594,0.7019648163988699,0.0005534788632045595,267
llama,moral_sum,extraversion,0.0006732526866070474,0.9576983642466547,1.063684060198522e-05,267
llama,moral_sum,agreeableness,0.01461383936398808,0.37980099141724055,0.0029119871716275503,267
llama,moral_sum,neuroticism,-0.005355667827217619,0.6138658091884552,0.0009620447576512703,267
deepseek,Confidential_Info,openness,0.0072956800159859675,0.1912367874789409,0.006436883601548482,267
deepseek,Confidential_Info,conscientiousness,-0.003849223814461368,0.5307629628604055,0.0014844540271021778,267
deepseek,Confidential_Info,extraversion,-0.0013665894352012378,0.818169843543667,0.00019980497627869465,267
deepseek,Confidential_Info,agreeableness,-0.0039705639242758675,0.6105703241026134,0.0009800289506668447,267
deepseek,Confidential_Info,neuroticism,-0.004139248178119879,0.4048496942538038,0.0026198997016779746,267
deepseek,Underage_Drinking,openness,0.003677968292684161,0.2841308485482898,0.004327930558939319,267
deepseek,Underage_Drinking,conscientiousness,0.002466375239644095,0.5135577784989546,0.0016123486181065516,267
deepseek,Underage_Drinking,extraversion,-0.0011945650781823073,0.7437565038309166,0.000403896447590979,267
deepseek,Underage_Drinking,agreeableness,-0.0015269087611901712,0.7501135385040968,0.00038342543286418174,267
deepseek,Underage_Drinking,neuroticism,-0.004075097468348277,0.18179323726589594,0.006717968391962592,267
deepseek,Exam_Cheating,openness,0.003297888393503168,0.5145732929587501,0.0016045914693264551,267
deepseek,Exam_Cheating,conscientiousness,-0.0018826508918114038,0.7349536239935109,0.0004332199852480345,267
deepseek,Exam_Cheating,extraversion,-0.0045250264876759705,0.40016538500730736,0.0026725196329077106,267
deepseek,Exam_Cheating,agreeableness,-0.005282563283054334,0.45411947587582424,0.002116276491900826,267
deepseek,Exam_Cheating,neuroticism,-0.002646064038293334,0.5565565685496213,0.0013061435320090853,267
deepseek,Honest_Feedback,openness,-0.004769539222649078,0.4164430645019216,0.0024934068721961244,267
deepseek,Honest_Feedback,conscientiousness,-0.008924641746174945,0.16585703224207982,0.00723266267168865,267
deepseek,Honest_Feedback,extraversion,0.00042962428250417243,0.9451451933024475,1.7897980270187297e-05,267
deepseek,Honest_Feedback,agreeableness,-0.003803746136389912,0.642333256968243,0.0008151804802036811,267
deepseek,Honest_Feedback,neuroticism,0.0037903905087904874,0.46779166521755566,0.0019911585704094348,267
deepseek,Workplace_Theft,openness,0.002110267461916033,0.751058908223323,0.0003804312079371819,267
deepseek,Workplace_Theft,conscientiousness,-1.8649340185908445e-06,0.9997964104504242,2.4615343097167397e-10,267
deepseek,Workplace_Theft,extraversion,-0.006290095355633439,0.3734667432605828,0.0029902098780255626,267
deepseek,Workplace_Theft,agreeableness,-0.0026385263927783094,0.776116875273205,0.0003057133730214323,267
deepseek,Workplace_Theft,neuroticism,-0.0027692741316641717,0.6396514798958599,0.0008283820150986054,267
deepseek,moral_sum,openness,0.011612264941440369,0.5012767483127273,0.001708298821457177,267
deepseek,moral_sum,conscientiousness,-0.012192006146822133,0.5204641152038159,0.0015601150961360721,267
deepseek,moral_sum,extraversion,-0.01294665207418881,0.48066495297011347,0.0018785856721811323,267
deepseek,moral_sum,agreeableness,-0.017222308497688528,0.47453915927386847,0.0019315373849798645,267
deepseek,moral_sum,neuroticism,-0.009839293307635189,0.5217130623769152,0.0015507986561620335,267
openai-gpt-3.5-turbo-0125,Confidential_Info,openness,-0.015237959372651799,0.41717448496557763,0.002485600448426717,267
openai-gpt-3.5-turbo-0125,Confidential_Info,conscientiousness,-0.01223769703027882,0.5532455083166907,0.0013281692288162894,267
openai-gpt-3.5-turbo-0125,Confidential_Info,extraversion,0.01713432453515594,0.39080831672326055,0.0027803390230959346,267
openai-gpt-3.5-turbo-0125,Confidential_Info,agreeableness,0.018650529258237014,0.47654954506617153,0.0019140374788685355,267
openai-gpt-3.5-turbo-0125,Confidential_Info,neuroticism,-0.006291657230742074,0.7065393067385112,0.0005358033654375705,267
openai-gpt-3.5-turbo-0125,Underage_Drinking,openness,-0.02052328452894552,0.24262761099678534,0.005148359143622883,267
openai-gpt-3.5-turbo-0125,Underage_Drinking,conscientiousness,0.030504725742803402,0.11354395865689501,0.00942292374226561,267
openai-gpt-3.5-turbo-0125,Underage_Drinking,extraversion,0.032760889054477375,0.07888723096278491,0.01160573215174543,267
openai-gpt-3.5-turbo-0125,Underage_Drinking,agreeableness,-0.007910068680837011,0.7470799976447402,0.0003931208082440518,267
openai-gpt-3.5-turbo-0125,Underage_Drinking,neuroticism,-0.04132425801048897,0.007818115493126046,0.02639264185461887,267
openai-gpt-3.5-turbo-0125,Exam_Cheating,openness,0.006256125440787194,0.6684229941285285,0.0006933398150876791,267
openai-gpt-3.5-turbo-0125,Exam_Cheating,conscientiousness,0.0008541397805348448,0.9575591343950265,1.070704101358011e-05,267
openai-gpt-3.5-turbo-0125,Exam_Cheating,extraversion,0.025970729662704296,0.09363455792010021,0.010570356373222567,267
openai-gpt-3.5-turbo-0125,Exam_Cheating,agreeableness,0.005811070088518712,0.7754828449722474,0.00030749488192960417,267
openai-gpt-3.5-turbo-0125,Exam_Cheating,neuroticism,-0.03229489287035116,0.012402025850654357,0.023361491855571237,267
openai-gpt-3.5-turbo-0125,Honest_Feedback,openness,-0.01116780836556882,0.42474779002047147,0.0024059485018301796,267
openai-gpt-3.5-turbo-0125,Honest_Feedback,conscientiousness,0.000730121668295587,0.9621383324085109,8.519561065178927e-06,267
openai-gpt-3.5-turbo-0125,Honest_Feedback,extraversion,-0.008089801953684325,0.5866639631970321,0.00111689483626487,267
openai-gpt-3.5-turbo-0125,Honest_Feedback,agreeableness,-0.03342166827806972,0.08608753060244136,0.011076360705187027,267
openai-gpt-3.5-turbo-0125,Honest_Feedback,neuroticism,0.004475479358541852,0.7192018898760182,0.0004885704213610786,267
openai-gpt-3.5-turbo-0125,Workplace_Theft,openness,-0.00024900898543897315,0.9846309085178191,1.402953347495739e-06,267
openai-gpt-3.5-turbo-0125,Workplace_Theft,conscientiousness,-0.0008093813640871393,0.9545517120466709,1.227993073615874e-05,267
openai-gpt-3.5-turbo-0125,Workplace_Theft,extraversion,0.014478571179080054,0.2916001540378733,0.004196146916599863,267
openai-gpt-3.5-turbo-0125,Workplace_Theft,agreeableness,-0.010835140943497336,0.547726137492795,0.0013654403809710836,267
openai-gpt-3.5-turbo-0125,Workplace_Theft,neuroticism,-0.011352639099104046,0.32291911058541733,0.0036872661658636785,267
openai-gpt-3.5-turbo-0125,moral_sum,openness,-0.040921935811817925,0.348319782147007,0.003319871573751132,267
openai-gpt-3.5-turbo-0125,moral_sum,conscientiousness,0.019041908797267873,0.6914075468903669,0.0005955335454200794,267
openai-gpt-3.5-turbo-0125,moral_sum,extraversion,0.08225471247773333,0.07558217915663352,0.011866334969898529,267
openai-gpt-3.5-turbo-0125,moral_sum,agreeableness,-0.027705278555648364,0.6491476658117771,0.0007822118780145271,267
openai-gpt-3.5-turbo-0125,moral_sum,neuroticism,-0.08678796785214445,0.02474271024192795,0.01888102710357442,267
Human,ethic_sum,openness,-0.028082128942684526,0.6045580009425375,0.0009800512464922528,276
Human,ethic_sum,conscientiousness,0.182756528803389,0.001928154642911172,0.03455039726762754,276
Human,ethic_sum,extraversion,0.006394760422105586,0.9104121938144721,4.628932095851468e-05,276
Human,ethic_sum,agreeableness,-0.0067381715249740445,0.9290554909356785,2.898277953489181e-05,276
Human,ethic_sum,neuroticism,-0.10236087765001588,0.02973965900920227,0.017125009727955165,276
gpt-4,Investment,openness,0.011349608100542948,0.308171889464626,0.003918547815502604,267
gpt-4,Investment,conscientiousness,0.005898786300940721,0.6300077354866334,0.0008769302857573047,267
gpt-4,Investment,extraversion,0.012844776397443226,0.27795714964465673,0.004440200674009742,267
gpt-4,Investment,agreeableness,0.036855209173475394,0.017174119380779916,0.021239857579569033,267
gpt-4,Investment,neuroticism,-0.009338917771416589,0.3457992186966997,0.0033547036005875386,267
gpt-4,Extreme_Sports,openness,0.012671390026353131,0.19069182305996007,0.006452663304255868,267
gpt-4,Extreme_Sports,conscientiousness,-0.008272847306662461,0.4372871861071269,0.0022786458307196833,267
gpt-4,Extreme_Sports,extraversion,0.0017182060566544363,0.8676657271269971,0.00010496078268429354,267
gpt-4,Extreme_Sports,agreeableness,0.03038538415681856,0.02401621305709536,0.01907262062289783,267
gpt-4,Extreme_Sports,neuroticism,-0.004349825428608351,0.613973382117924,0.0009614612274363443,267
gpt-4,Entrepreneurial_Venture,openness,0.013124344323547808,0.3752994608184699,0.002967387353110862,267
gpt-4,Entrepreneurial_Venture,conscientiousness,-0.0009641708876340774,0.9527608091090101,1.32679358236798e-05,267
gpt-4,Entrepreneurial_Venture,extraversion,0.026158180907915992,0.0958770867000253,0.01042845977212603,267
gpt-4,Entrepreneurial_Venture,agreeableness,0.03861305787525223,0.06079700969572607,0.013203158051488972,267
gpt-4,Entrepreneurial_Venture,neuroticism,-0.002385795444362912,0.8562891602216276,0.00012398897005871934,267
gpt-4,Confessing_Feelings,openness,0.011401109441895386,0.31217438102977874,0.003854373114290044,267
gpt-4,Confessing_Feelings,conscientiousness,0.01716765010853921,0.16563240356711542,0.007240316563673965,267
gpt-4,Confessing_Feelings,extraversion,0.02844805504779425,0.017200116168355355,0.02123003772102383,267
gpt-4,Confessing_Feelings,agreeableness,0.020594732966300777,0.19027022252742407,0.006464906897907685,267
gpt-4,Confessing_Feelings,neuroticism,-0.01654314430529063,0.0985973341306951,0.010261084711885804,267
gpt-4,Study_Overseas,openness,0.00812433659834668,0.5367611871421254,0.001441587008749745,267
gpt-4,Study_Overseas,conscientiousness,-0.004267901501644859,0.767779959092262,0.00032958705284980017,267
gpt-4,Study_Overseas,extraversion,0.024419308642550264,0.07998521868843521,0.011521734245515391,267
gpt-4,Study_Overseas,agreeableness,0.02771329382473609,0.13016461713379474,0.008622471275875121,267
gpt-4,Study_Overseas,neuroticism,-0.003787132060040219,0.7461621578802787,0.0003960806035145925,267
gpt-4,risk_sum,openness,0.056670788490685936,0.2663531944975914,0.0046599182250087745,267
gpt-4,risk_sum,conscientiousness,0.009561516713538495,0.8646182858812038,0.00010989797397586987,267
gpt-4,risk_sum,extraversion,0.09358852705235826,0.08374452407429876,0.011243229913950548,267
gpt-4,risk_sum,agreeableness,0.15416167799658295,0.029631986421548063,0.017725686458381018,267
gpt-4,risk_sum,neuroticism,-0.03640481500971881,0.42229576599881524,0.0024315044837484034,267
gpt-4o,Investment,openness,0.008529137141376765,0.31085478535430233,0.0038754126481111983,267
gpt-4o,Investment,conscientiousness,0.005307602217033524,0.5662120546803375,0.0012433139741284682,267
gpt-4o,Investment,extraversion,0.011330612767641914,0.20515973662644926,0.006050630531250767,267
gpt-4o,Investment,agreeableness,0.025129872406935063,0.03170975211895544,0.017293334605760102,267
gpt-4o,Investment,neuroticism,-0.002692904239078981,0.7192266500539002,0.0004884804756548622,267
gpt-4o,Extreme_Sports,openness,0.0032546272667671027,0.6227249093914136,0.0009147261290783915,267
gpt-4o,Extreme_Sports,conscientiousness,-0.0015059342200472812,0.8358799154065851,0.00016224708241330266,267
gpt-4o,Extreme_Sports,extraversion,0.0034387407002060668,0.6248901030245346,0.000903386316037369,267
gpt-4o,Extreme_Sports,agreeableness,0.01403673998968022,0.1274321269566355,0.008746040794103682,267
gpt-4o,Extreme_Sports,neuroticism,-0.0024670530100735603,0.6749742185022718,0.0006645737194578283,267
gpt-4o,Entrepreneurial_Venture,openness,0.005340689098247471,0.6530384594883827,0.0007637552189762031,267
gpt-4o,Entrepreneurial_Venture,conscientiousness,0.0025363102653427265,0.8459492994056547,0.00014270548973471797,267
gpt-4o,Entrepreneurial_Venture,extraversion,0.011300632211342518,0.37068271169540057,0.0030251795858259323,267
gpt-4o,Entrepreneurial_Venture,agreeableness,0.019416488410421723,0.2407679599314006,0.005189092273903073,267
gpt-4o,Entrepreneurial_Venture,neuroticism,-0.007491784636088398,0.47813455950443007,0.0019003246366751103,267
gpt-4o,Confessing_Feelings,openness,0.003958908109761714,0.7510577491692787,0.0003804348710477745,267
gpt-4o,Confessing_Feelings,conscientiousness,-0.005447472268431118,0.6911075159711595,0.0005967547096408232,267
gpt-4o,Confessing_Feelings,extraversion,0.028650059961112598,0.030095737685153834,0.017626522020128932,267
gpt-4o,Confessing_Feelings,agreeableness,0.022331541586722656,0.1988271191030404,0.006222391089551138,267
gpt-4o,Confessing_Feelings,neuroticism,-0.00820008993318554,0.4597775278188503,0.002063784463388618,267
gpt-4o,Study_Overseas,openness,0.021737943664742704,0.09728441682440303,0.010341234096064023,267
gpt-4o,Study_Overseas,conscientiousness,0.0012802772037924662,0.9293523453862429,2.971801522899664e-05,267
gpt-4o,Study_Overseas,extraversion,0.0281430101642818,0.04320543390657338,0.015334253162884726,267
gpt-4o,Study_Overseas,agreeableness,0.029087912473261496,0.11172799483692201,0.009518115738292199,267
gpt-4o,Study_Overseas,neuroticism,-0.0046047990433195065,0.6935757009586115,0.000586751823998144,267
gpt-4o,risk_sum,openness,0.042821305280895734,0.3476303065853884,0.003329365605246548,267
gpt-4o,risk_sum,conscientiousness,0.0021707831976903584,0.9654622675540329,7.0884440013241345e-06,267
gpt-4o,risk_sum,extraversion,0.08286305580458492,0.08676036110259579,0.011029343392646274,267
gpt-4o,risk_sum,agreeableness,0.11000255486702112,0.08304894453419391,0.011293736487985151,267
gpt-4o,risk_sum,neuroticism,-0.02545663086174608,0.5303014587886004,0.0014877884015780385,267
llama,Investment,openness,0.0064397277227084436,0.3545375735749384,0.0032353887594317454,267
llama,Investment,conscientiousness,0.0026677881136564783,0.7271960768537792,0.0004600133674768081,267
llama,Investment,extraversion,-0.0023507084725634545,0.7507541377313349,0.00038139508245782494,267
llama,Investment,agreeableness,0.01632560026851136,0.09180939149611186,0.010688584602027595,267
llama,Investment,neuroticism,-0.0006867180741265278,0.9116734173209968,4.652067956334438e-05,267
llama,Extreme_Sports,openness,0.007424175862660286,0.7032869740944676,0.0005483364269960322,267
llama,Extreme_Sports,conscientiousness,0.021637896951205788,0.3118934748462878,0.0038588421754962576,267
llama,Extreme_Sports,extraversion,-0.024214101922248564,0.24208149582459865,0.0051602817039064774,267
llama,Extreme_Sports,agreeableness,0.008107444682119241,0.7655523029316844,0.0003361313384079301,267
llama,Extreme_Sports,neuroticism,-0.0024910840696070816,0.88574326712713,7.805936206817243e-05,267
llama,Entrepreneurial_Venture,openness,0.014509215392514822,0.13209227089322279,0.008537016157674548,267
llama,Entrepreneurial_Venture,conscientiousness,0.012019499750098759,0.25661705298843307,0.0048536377199339675,267
llama,Entrepreneurial_Venture,extraversion,0.012225663356192244,0.2330511259525034,0.005362276396553511,267
llama,Entrepreneurial_Venture,agreeableness,0.03306649166662479,0.013531085953892932,0.022792129607139944,267
llama,Entrepreneurial_Venture,neuroticism,0.00030995993737253317,0.9712046064163709,4.926369799318486e-06,267
llama,Confessing_Feelings,openness,0.0078009081746534155,0.47030964372786077,0.0019687486440979063,267
llama,Confessing_Feelings,conscientiousness,-0.0008270982372642706,0.9444799840604239,1.8335402790503608e-05,267
llama,Confessing_Feelings,extraversion,0.010756325024159123,0.3489353386802584,0.0033114168661297905,267
llama,Confessing_Feelings,agreeableness,0.012317464770387561,0.41367899652552365,0.0025230916039716833,267
llama,Confessing_Feelings,neuroticism,0.003936409743413468,0.6821539031103753,0.0006338670393082335,267
llama,Study_Overseas,openness,0.005765832671111853,0.6469263474042835,0.0007928683862853392,267
llama,Study_Overseas,conscientiousness,-0.0027050867940293043,0.8449521799217633,0.00014458251162841051,267
llama,Study_Overseas,extraversion,0.0008694361326828274,0.9482132095885538,1.5949184599128863e-05,267
llama,Study_Overseas,agreeableness,0.041028659596531326,0.018847954072099507,0.02063678836587568,267
llama,Study_Overseas,neuroticism,0.008503532973057464,0.4473346966673506,0.002180587233863829,267
llama,risk_sum,openness,0.0419398598236488,0.24303475817132172,0.005139491633661342,267
llama,risk_sum,conscientiousness,0.032792999783667454,0.4063544511943288,0.0026031837861406615,267
llama,risk_sum,extraversion,-0.002713385881777798,0.9434374710075775,1.903160513927471e-05,267
llama,risk_sum,agreeableness,0.11084566098417424,0.026444065931479598,0.01845414928747302,267
llama,risk_sum,neuroticism,0.00957210051010975,0.7647466671311327,0.0003385153350073944,267
deepseek,Investment,openness,0.002746566534325309,0.7067063749238292,0.0005351640236591626,267
deepseek,Investment,conscientiousness,0.005481041080766497,0.4941704866796437,0.0017656682210126506,267
deepseek,Investment,extraversion,-0.0010720231927255379,0.8901417983000232,7.212753779306524e-05,267
deepseek,Investment,agreeableness,0.01967798656440504,0.05244299957310714,0.014120770738699329,267
deepseek,Investment,neuroticism,-0.006224655378314143,0.33723601479905374,0.0034756410602514443,267
deepseek,Extreme_Sports,openness,0.007385807363352688,0.45312788167216156,0.0021255817342176186,267
deepseek,Extreme_Sports,conscientiousness,0.005269371069651443,0.6262428150321275,0.0008963461273485684,267
deepseek,Extreme_Sports,extraversion,-0.0005233499051101478,0.9601434504965576,9.441744390992213e-06,267
deepseek,Extreme_Sports,agreeableness,0.029602392557822495,0.030449325212560045,0.017551971473849792,267
deepseek,Extreme_Sports,neuroticism,-0.011377077464731503,0.1933088357339103,0.006377359801801985,267
deepseek,Entrepreneurial_Venture,openness,0.005953555060341491,0.5043294215945657,0.0016840750849715924,267
deepseek,Entrepreneurial_Venture,conscientiousness,0.011446032539368685,0.24223283651227126,0.005156974432454775,267
deepseek,Entrepreneurial_Venture,extraversion,0.005237283004808485,0.5806845510934213,0.0011529404299989165,267
deepseek,Entrepreneurial_Venture,agreeableness,-0.001499356273701562,0.9040790474801653,5.490460918600171e-05,267
deepseek,Entrepreneurial_Venture,neuroticism,0.0048438877203728905,0.54131838296822,0.001409595387832363,267
deepseek,Confessing_Feelings,openness,-0.005845917256914982,0.4718704461564108,0.001954954093134287,267
deepseek,Confessing_Feelings,conscientiousness,0.007138967423332616,0.42384418918407374,0.0024153404793203492,267
deepseek,Confessing_Feelings,extraversion,0.002611510205032092,0.762522600516195,0.00034514435317334335,267
deepseek,Confessing_Feelings,agreeableness,0.014721043588035177,0.19348481184024813,0.006372338727837601,267
deepseek,Confessing_Feelings,neuroticism,0.004309909431417,0.5509500688635156,0.0013435850292711216,267
deepseek,Study_Overseas,openness,0.013296873817078525,0.182899973666087,0.0066841637944402565,267
deepseek,Study_Overseas,conscientiousness,-0.004272563836691475,0.6973248751324332,0.0005717437598483643,267
deepseek,Study_Overseas,extraversion,0.02307163897588748,0.029275976963009324,0.017802908741893386,267
deepseek,Study_Overseas,agreeableness,0.02653404736022117,0.056276551162105955,0.013681868407243503,267
deepseek,Study_Overseas,neuroticism,-0.006034036126421342,0.4972732376852076,0.001740449527751653,267
deepseek,risk_sum,openness,0.023536885518183028,0.44198248378733895,0.0022323957727350408,267
deepseek,risk_sum,conscientiousness,0.025062848276427817,0.4561782822136152,0.002097057678097536,267
deepseek,risk_sum,extraversion,0.029325059087892368,0.3674886407578801,0.003065752390791543,267
deepseek,risk_sum,agreeableness,0.08903611379678232,0.03637593561329234,0.016420864356499587,267
deepseek,risk_sum,neuroticism,-0.01448197181767709,0.5948695090223663,0.001068627214843243,267
