participant_id,bfi2_e,bfi2_a,bfi2_c,bfi2_n,bfi2_o,binary_personality
24,2.25,3.1666666666666665,3.6666666666666665,3.0833333333333335,2.9166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
25,2.0,3.0,4.083333333333333,2.75,3.3333333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
26,2.25,4.083333333333333,3.8333333333333335,2.9166666666666665,3.5833333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
27,5.0,4.583333333333333,4.5,3.6666666666666665,3.3333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
28,3.0833333333333335,2.6666666666666665,3.6666666666666665,2.8333333333333335,2.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
29,2.4166666666666665,3.8333333333333335,3.1666666666666665,3.4166666666666665,2.9166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
30,3.4166666666666665,4.083333333333333,4.5,1.75,4.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
31,3.6666666666666665,3.3333333333333335,3.75,2.0833333333333335,3.0833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
32,3.8333333333333335,3.75,4.0,2.0,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
33,3.75,4.333333333333333,2.75,2.25,2.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
34,2.9166666666666665,4.0,3.4166666666666665,2.1666666666666665,2.75,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
35,2.3333333333333335,4.333333333333333,3.5833333333333335,2.25,4.583333333333333,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
36,1.9166666666666667,3.3333333333333335,3.4166666666666665,3.5,3.4166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
37,4.5,2.75,3.6666666666666665,3.4166666666666665,3.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
38,3.6666666666666665,4.5,1.6666666666666667,2.4166666666666665,3.5,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
39,4.416666666666667,3.5,3.25,4.083333333333333,3.1666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
40,3.1666666666666665,2.75,2.5,4.5,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are high in Neuroticism. You are high in Openness.
41,2.9166666666666665,2.6666666666666665,3.1666666666666665,4.083333333333333,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
42,3.6666666666666665,4.0,3.9166666666666665,3.0,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
43,2.9166666666666665,3.5833333333333335,3.25,2.1666666666666665,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
44,2.5833333333333335,4.083333333333333,2.8333333333333335,3.8333333333333335,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
45,3.8333333333333335,3.9166666666666665,4.25,3.1666666666666665,3.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
46,4.0,4.166666666666667,3.5,2.5833333333333335,4.166666666666667,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
47,3.6666666666666665,3.3333333333333335,3.4166666666666665,3.0833333333333335,2.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
48,2.0833333333333335,2.8333333333333335,2.3333333333333335,1.6666666666666667,3.6666666666666665,You are low in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
49,2.3333333333333335,3.25,4.25,4.0,3.5833333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
50,3.3333333333333335,3.9166666666666665,4.0,2.5833333333333335,4.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
51,3.6666666666666665,4.916666666666667,2.5,2.3333333333333335,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
52,4.666666666666667,3.9166666666666665,2.9166666666666665,4.166666666666667,3.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
53,2.9166666666666665,4.666666666666667,4.0,2.8333333333333335,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
54,3.25,3.0,3.0,3.0,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
55,3.3333333333333335,3.5,2.9166666666666665,3.9166666666666665,2.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
56,2.6666666666666665,3.5833333333333335,2.75,4.5,2.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
57,3.6666666666666665,3.0,3.75,3.25,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
58,3.4166666666666665,4.416666666666667,3.0,2.6666666666666665,4.583333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
59,3.25,4.083333333333333,3.0,2.9166666666666665,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
60,4.5,3.4166666666666665,3.5833333333333335,3.75,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
61,3.5833333333333335,3.6666666666666665,4.0,1.8333333333333333,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
62,3.9166666666666665,4.75,4.0,2.75,2.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are low in Openness.
63,4.416666666666667,3.5833333333333335,3.5833333333333335,3.3333333333333335,1.5833333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are low in Openness.
64,4.166666666666667,2.9166666666666665,2.3333333333333335,1.8333333333333333,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
65,3.6666666666666665,3.3333333333333335,4.0,3.25,4.166666666666667,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
66,3.0,3.0833333333333335,4.166666666666667,2.5833333333333335,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
67,4.083333333333333,2.9166666666666665,2.9166666666666665,4.25,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
68,2.4166666666666665,3.5833333333333335,4.25,2.4166666666666665,3.3333333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
69,2.8333333333333335,3.75,2.0,2.0,4.416666666666667,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
70,2.9166666666666665,3.5833333333333335,3.1666666666666665,2.1666666666666665,3.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
71,1.9166666666666667,4.333333333333333,4.0,4.5,3.5833333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
72,2.5,4.416666666666667,3.1666666666666665,2.6666666666666665,3.75,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
73,2.6666666666666665,3.4166666666666665,3.5,3.3333333333333335,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
74,3.0,3.8333333333333335,4.333333333333333,3.5833333333333335,3.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
75,4.666666666666667,4.166666666666667,4.416666666666667,2.3333333333333335,2.0833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are low in Openness.
76,2.75,2.75,4.0,2.0833333333333335,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
77,3.25,3.25,3.9166666666666665,2.9166666666666665,3.3333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
78,3.75,3.75,3.25,3.0,2.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
79,1.5833333333333333,3.5,3.5,3.75,3.4166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
80,3.4166666666666665,3.75,3.5833333333333335,2.3333333333333335,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
81,3.5833333333333335,4.666666666666667,4.583333333333333,1.8333333333333333,2.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
82,2.25,2.5,3.5833333333333335,2.6666666666666665,3.25,You are low in Extraversion. You are low in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
83,3.1666666666666665,4.333333333333333,3.5833333333333335,2.5833333333333335,3.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
84,4.416666666666667,3.9166666666666665,4.0,1.9166666666666667,3.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
85,4.0,3.4166666666666665,3.1666666666666665,3.5833333333333335,4.333333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
86,3.8333333333333335,3.9166666666666665,3.5833333333333335,3.5,4.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
87,3.1666666666666665,4.0,3.3333333333333335,4.666666666666667,2.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
88,3.0833333333333335,4.666666666666667,4.583333333333333,3.25,3.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
89,2.25,3.1666666666666665,3.0,3.75,3.5833333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
90,3.25,4.583333333333333,3.5,4.0,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
91,3.6666666666666665,3.5,3.1666666666666665,2.4166666666666665,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
92,3.3333333333333335,4.0,2.5,2.0,4.0,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
93,3.25,3.75,3.6666666666666665,2.0,3.75,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
94,4.833333333333333,3.0833333333333335,4.666666666666667,2.1666666666666665,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
95,3.6666666666666665,4.75,3.25,2.25,3.3333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
96,3.5833333333333335,3.8333333333333335,4.583333333333333,2.5833333333333335,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
97,2.5833333333333335,4.0,2.5,3.1666666666666665,2.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are high in Neuroticism. You are low in Openness.
98,3.0833333333333335,3.6666666666666665,3.5833333333333335,2.8333333333333335,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
99,3.5,3.5,3.5833333333333335,3.0,3.3333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
100,3.3333333333333335,4.166666666666667,3.5,2.6666666666666665,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
101,1.5,3.4166666666666665,4.333333333333333,2.8333333333333335,4.333333333333333,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
102,2.3333333333333335,3.9166666666666665,4.083333333333333,2.3333333333333335,4.166666666666667,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
103,4.583333333333333,3.0833333333333335,3.25,2.75,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
104,3.4166666666666665,4.166666666666667,3.0833333333333335,3.9166666666666665,2.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
105,3.5,4.75,3.4166666666666665,3.25,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
106,3.75,3.0,3.75,3.75,4.333333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
107,2.8333333333333335,3.3333333333333335,2.5833333333333335,2.5,3.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
108,3.75,3.3333333333333335,3.4166666666666665,3.25,4.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
109,3.3333333333333335,4.083333333333333,3.8333333333333335,2.3333333333333335,3.3333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
110,3.5,3.8333333333333335,2.75,3.0,3.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
111,3.5,3.4166666666666665,3.5833333333333335,3.9166666666666665,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
112,2.25,3.9166666666666665,4.166666666666667,2.8333333333333335,2.4166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are low in Openness.
113,3.1666666666666665,3.4166666666666665,4.0,2.1666666666666665,3.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
114,2.6666666666666665,3.4166666666666665,3.8333333333333335,2.5,2.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are low in Openness.
115,3.4166666666666665,3.3333333333333335,2.25,3.25,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are high in Neuroticism. You are high in Openness.
116,2.9166666666666665,4.166666666666667,2.5833333333333335,2.75,2.75,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
117,2.75,2.8333333333333335,2.5833333333333335,2.75,1.8333333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are low in Openness.
118,4.416666666666667,2.75,3.6666666666666665,2.4166666666666665,3.1666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
119,2.0833333333333335,3.75,3.1666666666666665,2.4166666666666665,4.333333333333333,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
120,2.6666666666666665,4.333333333333333,3.5833333333333335,3.0,2.8333333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
121,3.0833333333333335,4.583333333333333,2.4166666666666665,2.4166666666666665,3.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
122,3.8333333333333335,4.5,3.5,2.5,4.166666666666667,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
123,4.25,4.583333333333333,3.75,2.9166666666666665,3.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
124,4.333333333333333,3.25,3.9166666666666665,3.0,4.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
125,4.416666666666667,2.75,4.416666666666667,3.3333333333333335,3.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
126,2.75,3.6666666666666665,3.25,2.25,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
127,3.75,3.6666666666666665,3.25,3.5833333333333335,4.166666666666667,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
128,3.0,5.0,2.3333333333333335,2.5,4.0,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
129,4.416666666666667,2.9166666666666665,3.25,1.8333333333333333,3.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
130,3.0,3.75,3.9166666666666665,2.75,4.75,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
131,2.9166666666666665,3.5833333333333335,3.5833333333333335,2.8333333333333335,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
132,3.3333333333333335,3.75,3.6666666666666665,2.4166666666666665,4.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
133,1.9166666666666667,4.166666666666667,2.9166666666666665,1.6666666666666667,3.6666666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
134,2.9166666666666665,3.6666666666666665,2.25,2.75,3.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are high in Neuroticism. You are high in Openness.
135,3.8333333333333335,4.25,4.333333333333333,2.5833333333333335,3.5,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
136,2.9166666666666665,4.75,3.3333333333333335,3.4166666666666665,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
137,2.4166666666666665,4.416666666666667,3.5833333333333335,3.0833333333333335,3.8333333333333335,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
138,3.75,4.666666666666667,3.5833333333333335,3.6666666666666665,2.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
139,3.0,4.583333333333333,3.75,4.0,3.6666666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
140,4.083333333333333,3.8333333333333335,3.4166666666666665,2.5,3.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
141,3.3333333333333335,4.333333333333333,3.0833333333333335,2.25,4.083333333333333,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
142,2.9166666666666665,3.75,3.75,3.0,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
143,3.0833333333333335,3.4166666666666665,3.4166666666666665,3.75,4.25,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
144,2.25,3.25,4.25,3.6666666666666665,3.9166666666666665,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
145,2.5833333333333335,4.5,3.5,3.1666666666666665,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
146,2.0833333333333335,3.4166666666666665,2.8333333333333335,3.6666666666666665,4.666666666666667,You are low in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
147,3.0,3.4166666666666665,3.25,1.75,2.5833333333333335,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are low in Neuroticism. You are high in Openness.
148,3.5833333333333335,3.5,3.1666666666666665,3.1666666666666665,4.416666666666667,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
149,3.1666666666666665,3.8333333333333335,2.25,2.0,4.25,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are low in Neuroticism. You are high in Openness.
150,4.25,3.1666666666666665,4.75,3.3333333333333335,3.0,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
151,3.5,3.8333333333333335,2.5,3.3333333333333335,3.4166666666666665,You are high in Extraversion. You are high in Agreeableness. You are low in Conscientiousness. You are high in Neuroticism. You are high in Openness.
152,3.75,4.166666666666667,3.1666666666666665,2.8333333333333335,3.9166666666666665,You are high in Extraversion. You are high in Agreeableness. You are high in Conscientiousness. You are high in Neuroticism. You are high in Openness.
